Identifier	Character	Dialogue	Filename	Line Number
dop_aecfa405_6	snkw	Эх, неправильно!	game/code/cinquain.rpy	102
dop_aecfa405_7	snkw	Эх, неправильно!	game/code/cinquain.rpy	105
dop2_a43187da	snkw	[anon] получает четыре!{w} Настоящий программист!	game/code/cinquain.rpy	110
dop2_3f35b216	anon	А почему 4? У меня же было 5!	game/code/cinquain.rpy	112
dop2_92cbbaa7	snkw	Потому что надо сдать философов! Будешь сдавать?	game/code/cinquain.rpy	113
dop2_7bc6c853	snkw	{b}КАКОЙ НАФИГ АЛЕКСАНДР МАКЕДОНСКИЙ???{/b}{w}Ты совсем поехвавший?{w} Оставайся с четверкой, киник!{w} Откуда вы все это берёте?	game/code/cinquain.rpy	121
dop2_20c15e9c		Что ей там не понравилось?{w} Пиздец, всё учил и тут 4.{w} Ладно, похер.	game/code/cinquain.rpy	122
dop2_c0575b7a	snkw	Какой ты молодец! Пятёрка!	game/code/cinquain.rpy	127
dop2_73e0aa02		{b}ДААА, СУКИ! Я КОРОЛЬ МИРА! ЕЕЕЕЕ!{/b}	game/code/cinquain.rpy	128
dop2_7bc6c853_1	snkw	{b}КАКОЙ НАФИГ АЛЕКСАНДР МАКЕДОНСКИЙ???{/b}{w}Ты совсем поехвавший?{w} Оставайся с четверкой, киник!{w} Откуда вы все это берёте?	game/code/cinquain.rpy	133
dop2_20c15e9c_1		Что ей там не понравилось?{w} Пиздец, всё учил и тут 4.{w} Ладно, похер.	game/code/cinquain.rpy	134
dop2_67ed6af7	anon	Меня 4 устроит.	game/code/cinquain.rpy	137
dop2_d16f33d0	snkw	Ну и ладно!	game/code/cinquain.rpy	138
dop2_5956eb5b	anon	{b}УФФФФФ{/b}{w} Я просто терминатор какой-то!	game/code/cinquain.rpy	141
dop2_14831f8b	snkw	[anon] остаётся с прежней оценкой.{w} Не смог синквейн рассказать, как так!	game/code/cinquain.rpy	144
